,datetime,amount,merchant,location,currency,card_type,card_exp_date,response_code,flagged_as_fraud,previous_transactions,source,device,mcc_group
552,2023-05-16 20:25:25,118.98,"Kumer, Wadhwa and Chacko",Haridwar,INR,MasterCard,2031-11-01,Accepted,True,0,In-Person,Desktop,Professional services and membership organizations
553,2020-11-28 16:44:01,1767.78,Kala-Bal,Machilipatnam,EUR,MasterCard,2024-03-01,Accepted,False,3,In-Person,Tablet,Miscellaneous stores
554,2023-02-02 18:35:20,4430.14,Shenoy-Chauhan,Tumkur,EUR,American Express,2026-10-01,Accepted,True,0,In-Person,Desktop,Miscellaneous stores
555,2023-05-31 13:18:53,1671.31,Vora-Sur,Durgapur,USD,American Express,2032-04-01,Invalid,True,3,Online,Desktop,Retail outlet services
556,2021-06-18 00:29:03,4527.29,Chandra Inc,Chandrapur,EUR,MasterCard,2030-01-01,Accepted,True,1,Online,Desktop,Transportation services
557,2020-04-20 08:42:06,1700.45,"Rajan, Ratti and Behl",Gaya,EUR,American Express,2025-03-01,Declined,False,1,Online,Desktop,Miscellaneous stores
558,2022-11-13 22:56:37,1455.6,Badami-Khatri,Nandyal,USD,Visa,2031-05-01,Accepted,False,2,In-Person,Desktop,Contracted services
559,2020-03-15 10:01:58,433.22,"Saran, Dugar and Babu",Dharmavaram,INR,Visa,2028-11-01,Declined,True,1,In-Person,Desktop,Professional services and membership organizations
560,2021-03-24 01:47:11,2526.08,Dhaliwal LLC,Jamnagar,USD,American Express,2032-12-01,Declined,True,1,In-Person,Desktop,Professional services and membership organizations
561,2022-03-05 14:10:45,2595.66,"Singh, Luthra and Hari",Ranchi,USD,American Express,2030-12-01,Declined,False,3,Online,Desktop,Unknown
562,2022-05-28 10:21:31,546.27,"Kapadia, Agarwal and Deshpande",Kottayam,EUR,Visa,2029-11-01,Declined,False,2,Online,Tablet,Transportation services
563,2023-07-02 05:48:36,3751.88,"Sahota, Bhakta and Sandal",Bhagalpur,USD,American Express,2024-06-01,Invalid,True,1,Online,Tablet,Miscellaneous stores
564,2020-02-20 21:20:15,101.16,Sama-Borra,Begusarai,USD,Visa,2024-08-01,Declined,True,1,Online,Desktop,Professional services and membership organizations
565,2021-06-09 15:27:14,4292.86,Subramaniam Group,Bhatpara,EUR,Visa,2029-05-01,Declined,True,3,In-Person,Desktop,Miscellaneous stores
566,2022-02-17 16:52:43,865.32,Sheth-Ben,Nagercoil,EUR,American Express,2024-09-01,Declined,False,0,In-Person,Desktop,Contracted services
567,2020-05-25 01:12:43,902.89,Dara PLC,Kochi,USD,American Express,2032-03-01,Declined,False,3,In-Person,Desktop,Transportation services
568,2022-01-20 18:23:34,3685.52,Bhagat-Divan,Hapur,INR,MasterCard,2025-01-01,Invalid,False,0,In-Person,Mobile,Contracted services
569,2023-08-01 19:38:52,579.7,"Bhatnagar, Goyal and Karpe",Amravati,INR,MasterCard,2032-07-01,Accepted,False,3,In-Person,Mobile,Miscellaneous stores
570,2020-01-31 13:13:29,1716.74,Vasa-Balakrishnan,Hazaribagh,EUR,Visa,2027-01-01,Accepted,False,3,Online,Mobile,Business services
571,2022-08-16 15:34:40,2593.18,"Bumb, Goyal and Bains",Erode,USD,Visa,2032-08-01,Accepted,False,0,Online,Mobile,Business services
572,2020-10-01 07:17:34,14.24,Kalla-Deep,Phusro,INR,American Express,2024-03-01,Accepted,False,0,In-Person,Desktop,Professional services and membership organizations
573,2020-04-06 09:22:56,3386.72,Ramakrishnan-Iyer,Saharanpur,EUR,Visa,2024-09-01,Accepted,False,2,In-Person,Tablet,Transportation services
574,2020-12-01 00:03:58,4644.45,Ravi-Wadhwa,Salem,EUR,American Express,2027-09-01,Declined,False,2,In-Person,Mobile,Transportation services
575,2020-02-20 05:00:36,4827.35,Magar Group,Alappuzha,INR,American Express,2032-08-01,Declined,True,0,Online,Desktop,Unknown
576,2023-09-15 00:31:17,4390.23,Saxena-Kota,Hosur,INR,MasterCard,2030-04-01,Accepted,False,3,Online,Desktop,Transportation services
577,2021-07-24 09:35:37,4525.51,Sama-Din,Bhatpara,INR,American Express,2026-07-01,Accepted,True,1,In-Person,Tablet,Retail outlet services
578,2021-09-22 22:01:10,3676.42,Tella-Baral,Ujjain,EUR,American Express,2028-04-01,Declined,False,0,Online,Desktop,Professional services and membership organizations
579,2022-07-20 23:10:28,48.76,"Rana, Chaudhry and Doctor",Motihari,EUR,Visa,2028-04-01,Accepted,True,0,Online,Tablet,Retail outlet services
580,2020-11-22 15:34:28,304.8,Deep Ltd,Anantapuram,USD,Visa,2030-12-01,Invalid,True,2,Online,Desktop,Transportation services
581,2020-01-26 09:30:34,672.97,Thakur-Chacko,Miryalaguda,USD,American Express,2023-11-01,Declined,False,2,In-Person,Mobile,Business services
582,2023-10-02 04:10:08,1623.18,Mallick and Sons,Chandrapur,INR,Visa,2024-05-01,Invalid,True,0,Online,Tablet,Contracted services
583,2022-02-05 08:30:40,3515.03,"Gole, Ghose and Kohli",Dehri,USD,American Express,2032-04-01,Declined,False,3,Online,Desktop,Professional services and membership organizations
584,2022-03-17 10:38:48,3850.24,"Kadakia, Grover and Sridhar",Durgapur,EUR,American Express,2025-08-01,Invalid,True,0,Online,Tablet,Government services
585,2022-12-24 17:17:26,4599.41,Batta-Anne,Jamalpur,INR,MasterCard,2032-09-01,Invalid,True,0,Online,Tablet,Contracted services
586,2022-08-14 03:08:28,4088.2,Bhalla LLC,Hindupur,INR,MasterCard,2029-02-01,Accepted,False,3,In-Person,Mobile,Agricultural services
587,2022-11-24 23:32:15,4347.45,D’Alia-Gaba,Bangalore,INR,American Express,2033-07-01,Declined,True,0,Online,Desktop,Agricultural services
588,2020-09-28 11:25:48,512.02,Srinivasan-Barad,Aurangabad,INR,MasterCard,2027-11-01,Declined,True,2,In-Person,Desktop,Contracted services
589,2022-06-11 13:15:25,1371.58,"Bhattacharyya, Chadha and Reddy",Jamalpur,EUR,American Express,2026-08-01,Accepted,False,1,In-Person,Desktop,Transportation services
590,2023-10-03 18:02:05,1954.63,"Sastry, Raj and Suresh",Udaipur,USD,MasterCard,2032-04-01,Invalid,True,3,In-Person,Mobile,Miscellaneous stores
591,2023-03-25 14:44:10,4597.33,"Dixit, Baral and Chahal",Mysore,USD,Visa,2028-05-01,Invalid,True,2,In-Person,Mobile,Professional services and membership organizations
592,2021-07-18 04:53:01,4018.11,"Randhawa, Saini and Kala",Ghaziabad,EUR,Visa,2029-12-01,Accepted,True,0,Online,Mobile,Business services
593,2020-08-09 21:13:50,1552.53,Shah-Sawhney,Rourkela,EUR,American Express,2030-12-01,Accepted,False,2,In-Person,Tablet,Contracted services
594,2020-03-26 15:40:49,2330.37,Loyal-Ratta,Etawah,EUR,American Express,2031-10-01,Declined,True,0,In-Person,Tablet,Miscellaneous stores
595,2022-12-01 10:34:09,2067.67,Bhakta and Sons,Malegaon,INR,Visa,2026-08-01,Invalid,False,2,In-Person,Mobile,Contracted services
596,2022-10-04 17:28:49,55.41,Chander and Sons,Gopalpur,INR,American Express,2027-05-01,Accepted,False,3,In-Person,Tablet,Business services
597,2023-04-24 23:53:55,2477.92,"Raju, Mand and Dara",Ambarnath,EUR,American Express,2026-05-01,Accepted,True,3,Online,Desktop,Unknown
598,2023-04-12 21:48:27,1604.26,"Bains, Konda and Baria",Kishanganj,EUR,American Express,2029-08-01,Accepted,True,2,Online,Desktop,Contracted services
599,2021-09-12 04:29:56,2485.72,"Jaggi, Bhagat and Garde",Raurkela Industrial Township,INR,American Express,2026-02-01,Declined,False,0,In-Person,Desktop,Government services
600,2023-10-04 20:53:54,2988.66,"Bhattacharyya, Cheema and Subramaniam",Gopalpur,EUR,American Express,2032-12-01,Declined,False,0,In-Person,Mobile,Contracted services
601,2022-01-21 00:12:37,3323.11,Tak-Borah,Tiruchirappalli,EUR,MasterCard,2025-02-01,Invalid,False,0,Online,Tablet,Business services
602,2020-03-06 05:42:01,352.87,Kumer Ltd,Varanasi,EUR,Visa,2025-04-01,Invalid,True,2,Online,Tablet,Miscellaneous stores
603,2022-11-19 16:44:25,3510.3,Jani Inc,Buxar,EUR,MasterCard,2029-02-01,Declined,False,0,In-Person,Desktop,Transportation services
604,2023-05-02 18:00:37,4328.79,Baria PLC,Ozhukarai,USD,American Express,2029-12-01,Declined,True,1,Online,Mobile,Government services
605,2021-05-20 16:57:26,3237.41,Goda Group,Ghaziabad,USD,American Express,2025-02-01,Accepted,False,3,In-Person,Tablet,Miscellaneous stores
606,2022-09-10 01:05:16,4156.48,Karan-Dara,Sangli-Miraj & Kupwad,EUR,Visa,2031-09-01,Accepted,False,3,In-Person,Desktop,Government services
607,2023-08-17 09:12:12,1674.42,Singh-Sabharwal,Sambalpur,USD,Visa,2029-02-01,Invalid,False,3,Online,Tablet,Miscellaneous stores
608,2020-10-25 08:39:05,4303.43,Wadhwa LLC,Bhagalpur,USD,Visa,2029-05-01,Accepted,False,1,In-Person,Desktop,Contracted services
609,2022-03-27 05:28:05,521.74,"Gara, Krish and Rana",Ratlam,USD,MasterCard,2032-08-01,Invalid,False,1,Online,Desktop,Transportation services
610,2021-07-01 15:26:55,4097.11,"Rao, Shere and Karnik",Jodhpur,EUR,American Express,2025-09-01,Accepted,True,3,Online,Mobile,Government services
611,2021-12-10 09:45:25,351.4,Jayaraman LLC,Raebareli,USD,American Express,2024-12-01,Declined,False,0,Online,Desktop,Unknown
612,2023-02-02 22:04:16,3149.37,Gera and Sons,Guntakal,EUR,American Express,2031-03-01,Declined,True,2,In-Person,Mobile,Contracted services
613,2022-01-22 13:00:23,560.52,"Edwin, Bhasin and Buch",Ozhukarai,INR,American Express,2029-05-01,Invalid,True,1,In-Person,Mobile,Contracted services
614,2023-01-02 08:24:34,2652.36,Kara Inc,Silchar,EUR,Visa,2032-08-01,Declined,True,1,Online,Mobile,Unknown
615,2023-07-25 04:18:29,654.55,"Saran, Krish and Kalla",Rajahmundry,INR,American Express,2024-04-01,Accepted,True,1,In-Person,Desktop,Agricultural services
616,2023-03-02 22:49:57,4078.66,Bhalla-Koshy,Proddatur,INR,Visa,2033-08-01,Invalid,True,3,Online,Mobile,Miscellaneous stores
617,2023-07-15 22:23:40,1748.05,Bhardwaj-Chadha,Mahbubnagar,EUR,American Express,2028-06-01,Invalid,True,3,In-Person,Tablet,Unknown
618,2021-12-09 03:24:09,4448.2,Bala PLC,Rajpur Sonarpur,EUR,Visa,2024-04-01,Declined,True,3,In-Person,Tablet,Unknown
619,2021-02-07 16:34:06,1482.27,Swamy Ltd,Katni,EUR,MasterCard,2032-11-01,Declined,True,0,Online,Desktop,Transportation services
620,2023-02-15 00:41:10,3790.83,Sinha Ltd,Guwahati,EUR,Visa,2025-07-01,Declined,True,2,In-Person,Mobile,Contracted services
621,2023-08-15 06:10:53,1995.24,Bains Ltd,Mango,INR,MasterCard,2030-02-01,Invalid,True,0,In-Person,Tablet,Contracted services
622,2021-09-26 23:36:46,1504.79,Batra PLC,Gwalior,INR,Visa,2027-11-01,Declined,False,2,In-Person,Mobile,Contracted services
623,2022-05-10 14:43:03,2302.47,Mann Group,Vijayawada,INR,MasterCard,2033-05-01,Accepted,False,3,In-Person,Mobile,Government services
624,2022-07-28 12:23:40,4344.77,Chaudhuri LLC,Thoothukudi,INR,MasterCard,2025-01-01,Invalid,False,2,Online,Desktop,Professional services and membership organizations
625,2022-07-25 06:26:49,897.81,Chakrabarti Group,Bidhannagar,INR,MasterCard,2031-09-01,Declined,False,0,In-Person,Tablet,Miscellaneous stores
626,2020-09-12 03:10:21,1280.47,"Mand, Chandran and Rana",Bikaner,INR,MasterCard,2033-06-01,Accepted,True,3,Online,Desktop,Unknown
627,2020-03-05 23:46:20,504.67,Wagle and Sons,Rewa,USD,American Express,2032-01-01,Declined,True,1,In-Person,Mobile,Transportation services
628,2020-12-19 19:36:11,1268.27,Comar-Ram,Ratlam,INR,American Express,2030-12-01,Declined,False,3,Online,Desktop,Professional services and membership organizations
629,2022-12-31 21:59:34,1173.25,Agarwal Group,Bihar Sharif,INR,American Express,2032-08-01,Accepted,False,0,In-Person,Mobile,Agricultural services
630,2020-07-17 06:34:28,1853.29,Varghese-Saraf,Malegaon,USD,MasterCard,2029-02-01,Invalid,False,1,In-Person,Tablet,Utility services
631,2023-06-13 13:16:09,162.04,Varty-Sha,Korba,INR,American Express,2033-04-01,Declined,True,1,In-Person,Mobile,Miscellaneous stores
632,2022-08-28 12:29:19,4519.0,Wali-Aggarwal,Nagaon,INR,MasterCard,2027-05-01,Declined,True,2,Online,Mobile,Transportation services
633,2023-08-03 00:09:20,463.51,"Sawhney, Arya and Sant",Dewas,USD,MasterCard,2026-12-01,Declined,False,3,Online,Desktop,Miscellaneous stores
634,2021-02-20 12:36:36,4089.78,Barad Ltd,Maheshtala,EUR,Visa,2031-07-01,Invalid,True,2,Online,Desktop,Business services
635,2020-05-29 03:33:01,1310.39,Chaudhary and Sons,Adoni,INR,American Express,2026-07-01,Declined,False,2,Online,Desktop,Miscellaneous stores
636,2023-06-25 20:38:00,2521.66,Badami Ltd,Ongole,USD,MasterCard,2027-09-01,Invalid,True,3,Online,Mobile,Miscellaneous stores
637,2022-03-19 10:57:34,4993.59,"Varkey, Raman and Sengupta",Thoothukudi,INR,American Express,2033-03-01,Accepted,False,0,In-Person,Tablet,Contracted services
638,2021-07-28 04:37:32,3823.43,Bhattacharyya Group,Dehradun,INR,MasterCard,2026-05-01,Declined,False,2,In-Person,Tablet,Contracted services
639,2021-09-28 08:41:38,4460.78,Reddy Group,Morena,INR,Visa,2024-03-01,Accepted,True,1,In-Person,Mobile,Transportation services
640,2021-04-08 19:04:23,2670.03,"Walia, Keer and Datta",Sasaram,EUR,American Express,2031-08-01,Accepted,True,0,Online,Mobile,Utility services
641,2020-05-03 07:40:49,1296.52,"Ramakrishnan, Lad and Verma",Guntur,USD,American Express,2033-02-01,Invalid,True,0,Online,Tablet,Professional services and membership organizations
642,2023-01-19 13:36:09,3571.33,Brahmbhatt Ltd,Asansol,INR,MasterCard,2026-03-01,Invalid,False,1,In-Person,Desktop,Professional services and membership organizations
643,2022-10-26 07:20:00,4413.2,"Kunda, Deo and Saini",Dewas,EUR,Visa,2026-01-01,Accepted,False,2,Online,Mobile,Miscellaneous stores
644,2023-09-23 10:32:18,3454.05,Date and Sons,Cuttack,EUR,American Express,2032-05-01,Invalid,False,3,In-Person,Desktop,Contracted services
645,2020-04-03 01:30:16,4573.08,Hayer-Sarraf,Saharanpur,USD,American Express,2032-02-01,Accepted,True,2,Online,Desktop,Miscellaneous stores
646,2021-03-31 18:35:34,528.83,Vasa PLC,Bijapur,INR,Visa,2027-03-01,Declined,True,3,In-Person,Mobile,Government services
647,2022-11-07 01:53:17,2734.53,Acharya-Hans,Kalyan-Dombivli,EUR,MasterCard,2032-09-01,Invalid,False,3,In-Person,Tablet,Agricultural services
648,2020-02-10 01:42:44,4612.85,Agate-Balasubramanian,Jammu,USD,Visa,2027-06-01,Declined,False,2,Online,Mobile,Professional services and membership organizations
649,2020-08-03 20:02:48,3306.32,"Keer, Sama and Banik",Mau,INR,Visa,2025-08-01,Invalid,True,2,In-Person,Mobile,Unknown
650,2022-10-11 05:17:15,1900.93,Devi-Kaur,Bahraich,EUR,Visa,2029-07-01,Invalid,True,1,In-Person,Tablet,Unknown
651,2023-04-16 10:16:03,767.66,Soni Ltd,Parbhani,USD,MasterCard,2029-11-01,Invalid,False,2,Online,Tablet,Professional services and membership organizations
652,2020-12-21 19:30:40,954.31,Kuruvilla-Savant,Anand,USD,American Express,2028-12-01,Declined,True,0,In-Person,Desktop,Contracted services
653,2023-04-07 14:26:04,1932.47,Karan and Sons,Deoghar,USD,American Express,2030-08-01,Accepted,True,1,Online,Mobile,Business services
654,2020-05-04 12:23:35,2372.98,Gopal PLC,Meerut,USD,Visa,2028-05-01,Accepted,False,1,In-Person,Mobile,Contracted services
655,2020-02-23 17:14:08,4951.13,"Sachar, Agarwal and Rout",Vijayanagaram,USD,American Express,2027-01-01,Accepted,True,2,Online,Desktop,Contracted services
656,2021-11-13 19:43:14,672.63,"Chaudhary, Anand and Srinivas",Karnal,USD,Visa,2024-08-01,Declined,False,3,Online,Mobile,Miscellaneous stores
657,2020-06-01 21:45:22,1639.44,"De, Krishnan and Bawa",Thoothukudi,USD,MasterCard,2028-07-01,Accepted,True,2,Online,Desktop,Miscellaneous stores
658,2022-09-18 08:10:47,1723.17,"Doshi, Mann and Aurora",Bally,EUR,American Express,2029-01-01,Accepted,True,1,In-Person,Desktop,Transportation services
659,2020-05-18 06:41:45,2477.12,Dara Ltd,Chandigarh,USD,Visa,2028-12-01,Accepted,True,3,Online,Tablet,Contracted services
660,2021-08-28 03:33:19,3139.28,Toor-Jaggi,Tadepalligudem,INR,Visa,2033-04-01,Accepted,False,0,In-Person,Desktop,Professional services and membership organizations
661,2020-04-18 02:18:12,2518.67,Iyer Ltd,Jehanabad,USD,MasterCard,2029-04-01,Accepted,True,2,Online,Desktop,Miscellaneous stores
662,2022-04-14 00:07:08,3844.06,Gala PLC,South Dumdum,USD,MasterCard,2030-08-01,Invalid,True,2,In-Person,Tablet,Contracted services
663,2022-09-25 14:13:02,2492.5,Luthra-Keer,Dehri,INR,MasterCard,2025-09-01,Invalid,True,3,Online,Mobile,Government services
664,2020-12-12 23:13:54,55.33,Viswanathan-Balan,Nangloi Jat,INR,Visa,2027-07-01,Declined,False,0,Online,Tablet,Miscellaneous stores
665,2021-09-30 08:56:26,3055.58,Jani-Wason,Gwalior,USD,MasterCard,2025-08-01,Accepted,True,3,Online,Desktop,Miscellaneous stores
666,2020-04-02 21:16:02,1680.42,Dar-Uppal,Bellary,USD,MasterCard,2032-02-01,Invalid,False,0,Online,Desktop,Unknown
667,2020-11-10 07:50:04,2434.46,Anne Inc,Unnao,INR,American Express,2027-03-01,Accepted,True,1,In-Person,Tablet,Retail outlet services
668,2020-03-10 09:04:29,3232.62,Karnik and Sons,Indore,INR,American Express,2029-10-01,Invalid,False,0,Online,Mobile,Government services
669,2020-06-26 05:45:59,3452.4,"Sharaf, Char and Bhasin",Ambala,EUR,MasterCard,2030-09-01,Accepted,False,0,In-Person,Tablet,Miscellaneous stores
670,2023-08-29 13:29:36,1116.68,"Hans, Banerjee and Atwal",Tirunelveli,USD,Visa,2024-01-01,Declined,False,2,In-Person,Mobile,Miscellaneous stores
671,2022-09-24 22:51:04,2181.9,Srivastava Ltd,Amritsar,EUR,MasterCard,2026-01-01,Invalid,True,1,In-Person,Mobile,Transportation services
672,2021-10-21 17:28:44,1863.68,"Kota, Soni and Arya",Bokaro,INR,American Express,2027-03-01,Declined,False,2,In-Person,Mobile,Government services
673,2022-08-15 06:11:47,1576.11,Seth-Datta,Malegaon,INR,American Express,2024-01-01,Declined,False,2,In-Person,Tablet,Business services
674,2020-12-22 11:27:06,211.31,Ramakrishnan Inc,Muzaffarpur,EUR,MasterCard,2027-01-01,Accepted,False,1,Online,Mobile,Contracted services
675,2023-08-18 06:26:54,418.42,Thaman-Kunda,Aizawl,USD,American Express,2029-01-01,Declined,False,2,In-Person,Desktop,Agricultural services
676,2021-01-12 15:25:01,764.23,Bhatt-Mallick,Nagercoil,INR,American Express,2030-10-01,Accepted,False,2,Online,Mobile,Government services
677,2023-06-05 05:15:57,3401.78,"Rama, Magar and Divan",Satna,USD,Visa,2024-03-01,Accepted,True,1,Online,Tablet,Government services
678,2023-07-10 05:11:07,593.54,Chaudhry Group,Chittoor,INR,American Express,2025-05-01,Declined,True,1,Online,Tablet,Utility services
679,2020-06-10 03:17:44,3118.83,Soni-Dugar,Coimbatore,INR,American Express,2028-04-01,Invalid,False,2,Online,Tablet,Contracted services
680,2021-05-28 09:39:55,2567.77,Contractor-Koshy,Sirsa,INR,Visa,2025-06-01,Declined,True,2,Online,Mobile,Contracted services
681,2021-10-23 09:27:15,4146.15,Rajagopal Ltd,Mysore,INR,Visa,2033-03-01,Invalid,True,1,Online,Tablet,Business services
682,2020-07-21 01:39:16,1286.24,"Balakrishnan, Gour and Gala",Muzaffarpur,INR,MasterCard,2027-07-01,Invalid,False,1,Online,Mobile,Unknown
683,2020-03-06 14:33:04,4305.99,"Thakkar, Chopra and Din",Kavali,INR,MasterCard,2032-05-01,Declined,True,2,Online,Desktop,Miscellaneous stores
684,2020-08-03 22:16:28,975.0,Wali-Acharya,Kanpur,INR,Visa,2024-08-01,Accepted,False,3,Online,Tablet,Retail outlet services
685,2023-02-10 09:48:56,4260.06,"Batta, Raman and Sawhney",Ramagundam,EUR,MasterCard,2027-09-01,Invalid,True,1,Online,Mobile,Transportation services
686,2020-03-22 17:01:02,4191.48,"Kalla, Dar and Jha",Motihari,INR,Visa,2029-01-01,Accepted,True,0,Online,Desktop,Utility services
687,2020-11-07 13:58:35,1536.38,"Sinha, Sandal and Arya",Gudivada,INR,Visa,2027-05-01,Accepted,False,1,Online,Desktop,Contracted services
688,2021-10-24 11:01:14,3389.54,Sanghvi-Doctor,Tadipatri,EUR,Visa,2028-06-01,Declined,True,3,Online,Tablet,Professional services and membership organizations
689,2020-01-25 16:10:00,575.38,Swaminathan-Chakrabarti,Bhilwara,USD,American Express,2027-10-01,Invalid,False,3,In-Person,Desktop,Transportation services
690,2021-06-11 02:00:53,4044.47,Shetty Inc,Anantapur,INR,MasterCard,2024-02-01,Declined,False,0,In-Person,Tablet,Contracted services
691,2022-12-14 21:13:33,3394.73,"Bajaj, Savant and Bora",Panvel,EUR,Visa,2025-01-01,Invalid,True,1,In-Person,Desktop,Miscellaneous stores
692,2020-05-16 09:56:16,1182.93,Majumdar-Chaudhari,Darbhanga,EUR,MasterCard,2028-09-01,Invalid,False,3,In-Person,Mobile,Professional services and membership organizations
693,2022-09-06 04:15:18,4597.43,Aggarwal-Rastogi,Tadepalligudem,USD,American Express,2027-05-01,Invalid,True,1,Online,Tablet,Business services
694,2020-11-24 00:23:46,3516.48,Sathe-Bath,Panihati,USD,American Express,2025-04-01,Accepted,False,1,Online,Tablet,Government services
695,2022-11-11 21:28:39,586.6,Kapoor-Sehgal,Mahbubnagar,EUR,American Express,2028-10-01,Accepted,True,2,Online,Desktop,Unknown
696,2022-04-29 17:41:40,1970.33,Magar Inc,Bathinda,INR,Visa,2028-02-01,Declined,True,1,Online,Desktop,Contracted services
697,2021-12-28 05:47:15,3306.58,Taneja Group,Shimla,EUR,Visa,2030-03-01,Declined,False,2,In-Person,Tablet,Miscellaneous stores
698,2022-01-11 05:06:06,1066.25,Setty-Bahl,Kakinada,INR,Visa,2030-04-01,Declined,True,2,Online,Mobile,Agricultural services
699,2020-07-29 15:16:57,1489.72,"Karan, Golla and Iyengar",Ramgarh,USD,Visa,2027-03-01,Declined,False,2,Online,Mobile,Government services
700,2020-07-08 17:14:59,118.69,Rama LLC,Ongole,INR,Visa,2032-04-01,Accepted,False,0,Online,Desktop,Professional services and membership organizations
701,2022-12-16 06:53:14,2151.0,"Ghosh, Aggarwal and Jhaveri",Muzaffarnagar,INR,MasterCard,2031-03-01,Declined,False,0,In-Person,Mobile,Agricultural services
702,2022-12-31 02:00:02,3942.32,"Bhatnagar, Chandran and Sant",Khandwa,INR,MasterCard,2026-05-01,Invalid,True,0,Online,Tablet,Government services
703,2022-08-27 11:26:10,831.35,"Chawla, Dara and Mahajan",Mysore,EUR,MasterCard,2026-12-01,Declined,True,1,Online,Desktop,Government services
704,2022-07-30 04:00:04,4791.57,Dora LLC,Kishanganj,INR,Visa,2024-10-01,Accepted,False,2,Online,Desktop,Contracted services
705,2023-05-31 05:48:34,1236.56,Tata Inc,Kharagpur,USD,MasterCard,2027-03-01,Invalid,True,3,Online,Tablet,Agricultural services
706,2022-06-01 10:03:44,3338.55,Badal Group,Hapur,EUR,American Express,2027-05-01,Accepted,True,1,In-Person,Mobile,Agricultural services
707,2020-01-02 20:36:00,3674.23,Shenoy Ltd,Jalna,USD,Visa,2028-08-01,Accepted,False,3,Online,Mobile,Government services
708,2021-08-08 16:35:05,3739.47,"Sastry, Jani and Shukla",Morena,USD,MasterCard,2027-11-01,Invalid,True,0,In-Person,Tablet,Professional services and membership organizations
709,2022-08-15 04:11:35,3549.65,"Vig, Cheema and Bhavsar",Akola,INR,American Express,2027-08-01,Declined,True,1,Online,Tablet,Government services
710,2023-05-05 09:32:11,2617.0,Ahluwalia-Kala,Khandwa,INR,Visa,2031-04-01,Accepted,False,0,Online,Mobile,Government services
711,2021-05-12 14:23:49,2040.83,"Karpe, Wadhwa and Kanda",Amaravati,INR,Visa,2033-03-01,Invalid,True,0,Online,Mobile,Utility services
712,2020-03-24 21:18:54,4302.43,Hayre-Viswanathan,Munger,EUR,MasterCard,2030-10-01,Invalid,True,2,Online,Desktop,Unknown
713,2020-02-20 02:01:49,3539.34,Hegde-Thaker,Kalyan-Dombivli,EUR,MasterCard,2025-05-01,Accepted,False,0,In-Person,Tablet,Contracted services
714,2021-03-28 12:51:23,2314.15,Balakrishnan LLC,Uluberia,EUR,American Express,2033-03-01,Accepted,False,2,In-Person,Desktop,Agricultural services
715,2021-06-28 05:27:47,1090.36,"Tara, Mann and Tripathi",Sangli-Miraj & Kupwad,USD,Visa,2028-04-01,Invalid,True,1,In-Person,Desktop,Professional services and membership organizations
716,2021-03-29 02:43:55,1717.0,Saraf-Krishnamurthy,Anantapuram,INR,American Express,2027-02-01,Declined,True,2,Online,Tablet,Contracted services
717,2022-11-10 16:27:19,507.69,Gera-Taneja,Gurgaon,USD,Visa,2029-11-01,Declined,False,1,In-Person,Tablet,Miscellaneous stores
718,2022-05-29 10:01:19,1916.74,Lala PLC,Kharagpur,INR,Visa,2023-12-01,Declined,True,0,Online,Desktop,Contracted services
719,2023-03-18 04:14:37,1232.87,Kata Group,Pudukkottai,USD,American Express,2032-09-01,Accepted,False,2,Online,Tablet,Business services
720,2023-02-01 17:30:31,4434.48,Kothari-Dora,Udupi,USD,MasterCard,2028-04-01,Accepted,True,1,Online,Tablet,Government services
721,2020-08-04 00:19:10,2756.81,Balasubramanian-Krishnan,Meerut,USD,American Express,2024-07-01,Declined,False,0,Online,Desktop,Agricultural services
722,2021-07-30 16:04:12,4558.49,"Karpe, Butala and Saini",Proddatur,EUR,MasterCard,2029-07-01,Invalid,False,2,Online,Mobile,Transportation services
723,2021-07-03 06:25:42,3379.37,Gara-Arora,Nagpur,USD,American Express,2026-10-01,Accepted,False,0,Online,Desktop,Contracted services
724,2020-12-26 02:04:02,563.27,Uppal-Agrawal,Tadipatri,INR,MasterCard,2025-09-01,Invalid,True,2,In-Person,Desktop,Government services
725,2022-10-15 17:05:09,3683.91,Ben-Raval,Haldia,INR,Visa,2030-02-01,Invalid,True,1,In-Person,Mobile,Professional services and membership organizations
726,2022-10-31 01:34:10,939.83,Khalsa-Khalsa,Yamunanagar,USD,American Express,2026-05-01,Declined,False,0,Online,Tablet,Contracted services
727,2020-04-06 17:11:18,3961.18,Bassi PLC,Nagercoil,USD,MasterCard,2026-07-01,Declined,False,0,In-Person,Desktop,Transportation services
728,2022-02-20 21:53:57,637.93,Bava-Sethi,Ambarnath,INR,American Express,2026-04-01,Accepted,True,0,Online,Desktop,Retail outlet services
729,2023-09-03 22:32:26,1442.04,Ram-Malhotra,Bathinda,USD,Visa,2028-03-01,Declined,False,0,In-Person,Desktop,Transportation services
730,2021-04-02 08:36:38,4195.14,Suresh Group,Giridih,EUR,Visa,2026-09-01,Invalid,False,2,In-Person,Mobile,Unknown
731,2020-12-23 23:46:57,506.1,"Sachdev, Deshpande and Venkataraman",Tiruppur,INR,American Express,2031-12-01,Invalid,True,1,In-Person,Mobile,Unknown
732,2021-04-09 18:48:29,3227.96,Sharaf-Sawhney,Katni,USD,Visa,2026-10-01,Declined,False,3,In-Person,Mobile,Unknown
