,datetime,amount,merchant,mcc,location,currency,card_type,card_exp_date,response_code,flagged_as_fraud,previous_transactions,source,device
1734,2021-09-21 20:40:59,2475.28,"Hari, Bail and Chaudry",3271,Anantapuram,INR,MasterCard,05/32,0,0,,In-Person,Tablet
1735,2020-04-13 18:54:33,611.73,"Arora, Koshy and Solanki",6742,Mehsana,INR,Visa,10/23,12,0,1,In-Person,Tablet
1736,2020-12-23 05:12:33,4169.23,Chand-Kapadia,9397,Cuttack,USD,MasterCard,05/33,5,0,,Online,Tablet
1737,2023-04-21 15:43:16,3718.92,"Dani, Bala and Mander",7290,Hazaribagh,EUR,Visa,12/26,0,0,,In-Person,Mobile
1738,2020-12-03 12:59:32,3321.92,Dugal PLC,6310,Kakinada,INR,MasterCard,04/33,0,0,2,Online,Tablet
1739,2020-11-08 05:34:23,896.96,"Dewan, Sami and Chaudhuri",6110,Gandhidham,EUR,MasterCard,04/28,12,0,3 or more,In-Person,Desktop
1740,2021-06-24 16:36:18,2787.35,"Desai, Venkataraman and Anne",8970,Kurnool,USD,MasterCard,10/27,12,1,2,Online,Tablet
1741,2020-06-09 14:15:36,556.71,Chokshi-Bhakta,2472,Korba,USD,MasterCard,05/31,5,0,3 or more,Online,Mobile
1742,2022-01-21 16:50:47,3404.04,Srivastava-Arora,6982,Noida,EUR,American Express,06/28,5,0,1,In-Person,Tablet
1743,2020-06-18 10:01:49,2058.51,Kala Inc,5700,Ghaziabad,EUR,Visa,09/31,5,0,,In-Person,Tablet
1744,2022-10-27 11:33:39,1377.22,Kamdar-Sant,3709,Meerut,INR,American Express,12/23,0,0,2,In-Person,Desktop
1745,2022-10-03 07:03:27,3946.27,Talwar-Kashyap,8396,Jamnagar,INR,American Express,09/31,0,0,,Online,Tablet
1746,2023-02-28 03:12:11,1038.63,Korpal-Rau,9118,Raebareli,USD,MasterCard,09/30,5,1,,In-Person,Tablet
1747,2022-12-18 18:13:08,768.46,"Sura, Raman and Arya",9872,Rourkela,USD,American Express,04/25,5,0,2,Online,Desktop
1748,2022-04-21 23:15:06,815.18,"Kurian, Korpal and Bedi",8256,Chittoor,EUR,MasterCard,05/25,0,0,,In-Person,Tablet
1749,2020-08-28 04:32:34,937.82,Sathe and Sons,7654,Nizamabad,USD,MasterCard,08/31,5,0,1,Online,Desktop
1750,2022-02-15 19:33:13,938.85,Sarma-Karnik,3370,Ujjain,INR,American Express,05/29,0,0,1,Online,Desktop
1751,2022-09-10 21:28:09,1476.36,Bail PLC,5079,Madurai,EUR,American Express,06/33,5,0,,Online,Mobile
1752,2021-01-30 00:22:48,1179.64,"Kala, Anand and Batra",9891,Mehsana,INR,American Express,06/33,5,0,,In-Person,Tablet
1753,2023-01-17 07:36:30,449.83,Zachariah Group,6940,Vasai-Virar,EUR,American Express,04/29,5,1,2,Online,Desktop
1754,2021-05-28 23:27:09,4171.47,"Sabharwal, Dey and Gara",3461,Kharagpur,INR,American Express,07/25,5,0,3 or more,In-Person,Mobile
1755,2020-05-06 21:12:20,3394.22,Bansal Inc,3152,Karimnagar,INR,MasterCard,01/27,12,0,2,In-Person,Tablet
1756,2022-10-01 18:51:10,2829.06,"Tata, Walla and Sunder",8556,Bellary,EUR,American Express,04/29,0,1,,Online,Desktop
1757,2021-09-17 00:27:01,2632.07,Dayal-Atwal,9642,Sasaram,EUR,American Express,01/27,5,0,3 or more,In-Person,Mobile
1758,2021-10-05 06:43:49,4226.46,Hari-Korpal,8002,Chinsurah,EUR,American Express,04/33,12,1,2,In-Person,Desktop
1759,2022-07-24 19:03:28,4082.61,"Tripathi, Seth and Ben",5267,Ballia,USD,Visa,09/26,12,1,,Online,Desktop
1760,2023-08-19 09:35:04,4407.75,Basu LLC,7210,Bhalswa Jahangir Pur,EUR,American Express,12/30,5,0,,In-Person,Tablet
1761,2021-05-11 21:26:13,3721.32,Som Ltd,5112,Sambhal,EUR,Visa,08/30,12,0,3 or more,Online,Mobile
1762,2022-11-30 07:25:17,8.1,Dhar Ltd,2506,Ambarnath,USD,Visa,07/24,0,0,3 or more,In-Person,Tablet
1763,2020-02-09 09:38:20,1647.29,"Badami, Biswas and Tiwari",8359,Bokaro,USD,MasterCard,08/28,5,1,3 or more,In-Person,Mobile
1764,2022-04-27 01:08:51,3665.6,"Basu, Bahl and Dora",1722,Bettiah,INR,American Express,01/30,0,1,1,Online,Mobile
1765,2023-09-29 03:42:43,2931.43,Luthra PLC,7557,Meerut,USD,MasterCard,05/31,0,1,2,In-Person,Mobile
1766,2020-03-27 12:24:13,4390.08,"Ramakrishnan, Kari and Kulkarni",4866,Kavali,INR,American Express,04/28,5,0,,Online,Tablet
1767,2022-12-07 14:39:01,1729.05,Shenoy Group,2822,Anand,INR,American Express,01/25,12,0,2,Online,Mobile
1768,2022-07-13 00:18:44,3910.62,Saran Ltd,1336,Anantapur,INR,Visa,03/31,0,0,2,Online,Tablet
1769,2020-08-13 19:43:46,339.19,Sahota Group,2925,Salem,INR,MasterCard,09/24,0,1,2,Online,Tablet
1770,2022-10-11 22:09:52,2350.47,Maharaj-Choudhury,8206,Hindupur,USD,American Express,03/26,12,1,1,In-Person,Tablet
1771,2022-07-27 00:24:20,1586.63,Baral PLC,8432,Vijayanagaram,INR,Visa,08/25,12,1,,Online,Mobile
1772,2022-08-12 23:23:52,4904.32,"Karnik, Kant and Bhasin",7489,Pallavaram,INR,American Express,07/33,5,1,,Online,Desktop
1773,2021-07-29 11:45:11,2697.62,Sampath Inc,2044,Motihari,EUR,Visa,05/27,5,0,1,In-Person,Tablet
1774,2023-02-28 15:45:03,3829.92,Mani PLC,9514,Moradabad,USD,Visa,03/27,5,1,,Online,Tablet
1775,2022-10-22 04:10:16,28.87,Bhakta-Ramesh,5807,Udaipur,INR,MasterCard,12/24,5,0,,In-Person,Mobile
1776,2021-04-20 06:49:47,1866.17,Sami-Tandon,4727,Dhanbad,USD,American Express,06/29,0,1,2,Online,Mobile
1777,2022-06-30 07:48:17,1083.27,Bassi Ltd,2865,Bally,INR,American Express,08/24,12,0,,In-Person,Tablet
1778,2023-09-09 03:27:07,4857.93,Mane Inc,5488,Sirsa,INR,MasterCard,12/32,5,1,3 or more,In-Person,Mobile
1779,2022-01-18 02:10:45,4257.07,Sama Inc,9411,Bharatpur,INR,MasterCard,09/25,12,0,,In-Person,Tablet
1780,2023-01-18 15:45:01,2978.89,Kant PLC,4305,Korba,INR,Visa,11/23,0,0,2,In-Person,Tablet
1781,2021-04-29 17:51:49,1154.56,Chakraborty LLC,4657,Phusro,USD,MasterCard,04/25,12,0,2,In-Person,Tablet
1782,2021-04-01 22:20:20,3783.31,"Srinivas, Chauhan and Barad",5106,Mysore,USD,MasterCard,03/24,5,1,,Online,Mobile
1783,2023-08-16 12:46:52,2151.39,Kaur-Kant,8244,Ujjain,INR,American Express,04/30,5,0,,Online,Mobile
1784,2020-03-23 16:41:02,938.31,Sharaf PLC,3677,Kollam,INR,MasterCard,05/31,5,0,2,Online,Mobile
1785,2021-11-25 16:17:34,3398.46,"Kapoor, Issac and Tripathi",3925,Amravati,INR,MasterCard,09/25,12,0,1,Online,Tablet
1786,2022-04-02 04:44:15,4766.6,Bawa and Sons,6319,Nagaon,INR,American Express,01/30,0,1,3 or more,In-Person,Desktop
1787,2023-03-20 19:41:53,3029.88,"Doshi, Babu and Chada",4795,Asansol,EUR,American Express,08/24,5,1,2,Online,Mobile
1788,2021-12-10 18:38:34,4623.2,Shukla-Rege,6129,Anantapur,INR,American Express,05/27,0,0,2,Online,Mobile
1789,2020-04-03 23:22:16,1845.17,"Wable, Basu and Suresh",4534,Bettiah,EUR,MasterCard,10/31,5,1,,In-Person,Mobile
1790,2021-06-03 08:26:11,4419.71,"Bhavsar, Dayal and Raja",8801,Naihati,EUR,Visa,01/26,0,1,1,In-Person,Mobile
1791,2021-08-19 02:16:25,2884.01,Seshadri-Kibe,6678,Guntakal,USD,MasterCard,04/32,12,0,2,Online,Tablet
1792,2022-09-23 18:56:17,1802.42,Rajagopalan-Krish,9976,Malegaon,EUR,Visa,08/30,5,1,1,In-Person,Desktop
1793,2020-11-06 16:55:32,122.19,Agate PLC,2827,Ahmednagar,EUR,American Express,04/32,0,1,2,Online,Mobile
1794,2022-07-23 00:39:40,2161.87,"Bhattacharyya, Bhalla and Vaidya",3672,Guntakal,EUR,American Express,06/33,12,0,,Online,Mobile
1795,2022-11-16 18:46:16,3375.47,"Shetty, Sinha and Bajaj",7835,Kharagpur,EUR,American Express,06/24,0,1,3 or more,In-Person,Mobile
1796,2022-07-08 11:57:52,2111.23,Mangat-Kari,5313,Begusarai,EUR,MasterCard,09/27,5,1,1,Online,Mobile
1797,2023-08-19 21:49:50,1027.78,Golla-Sridhar,4898,Giridih,EUR,American Express,06/31,12,1,1,In-Person,Desktop
1798,2021-04-26 20:55:50,4800.37,Suri-Varkey,1263,Gorakhpur,EUR,MasterCard,06/31,5,0,2,Online,Tablet
1799,2023-09-10 10:32:59,3746.17,Dubey-Sarraf,6797,Bangalore,USD,Visa,11/24,5,1,3 or more,In-Person,Desktop
1800,2020-03-22 15:36:04,228.22,Keer-Bawa,8764,Kalyan-Dombivli,USD,Visa,04/27,5,0,3 or more,In-Person,Desktop
1801,2022-02-17 18:17:43,2510.19,Sathe Ltd,9581,Maheshtala,USD,MasterCard,09/26,0,0,,In-Person,Desktop
1802,2022-10-29 16:04:21,4161.92,Dutta Ltd,5462,Mira-Bhayandar,INR,MasterCard,09/26,0,0,,In-Person,Desktop
1803,2023-04-16 11:03:09,3738.29,"Samra, Bajaj and Mall",6315,Moradabad,USD,Visa,11/29,0,1,,Online,Tablet
1804,2023-07-21 01:08:48,4151.02,"Ramesh, Sarma and Batta",2411,Solapur,EUR,Visa,01/25,5,1,1,In-Person,Desktop
1805,2023-02-07 13:37:50,3102.62,"Iyer, Thakkar and Batta",5341,Haldia,INR,MasterCard,06/31,12,1,3 or more,In-Person,Mobile
1806,2020-07-18 21:13:50,2477.51,Kant Inc,3930,Raebareli,INR,MasterCard,07/33,12,0,,Online,Tablet
1807,2020-06-22 01:16:55,3587.47,Kala-Chand,6541,Hazaribagh,EUR,Visa,06/27,0,0,3 or more,In-Person,Mobile
1808,2023-09-07 19:49:26,4153.99,Dani-Raval,9818,Bhavnagar,EUR,MasterCard,11/26,0,1,1,Online,Desktop
1809,2021-12-31 09:11:41,2528.87,"Chauhan, Kuruvilla and Konda",1896,Rajkot,INR,MasterCard,05/26,5,0,3 or more,Online,Desktop
1810,2023-07-25 00:08:05,118.14,Kuruvilla-Bhatnagar,3802,Rourkela,EUR,American Express,11/29,0,1,2,In-Person,Desktop
1811,2022-12-16 14:32:13,367.86,"Sabharwal, Hayre and Deo",5777,Dhanbad,EUR,Visa,01/28,5,0,3 or more,Online,Tablet
1812,2021-04-29 06:17:40,1492.73,Sarraf Ltd,9707,Alappuzha,INR,MasterCard,12/29,0,0,1,Online,Tablet
1813,2021-11-19 07:51:43,3633.56,"Bera, Kale and Divan",8997,Bihar Sharif,EUR,MasterCard,05/25,0,1,1,Online,Mobile
1814,2023-01-25 01:02:41,512.16,"Bedi, Dayal and Balasubramanian",4131,Akola,EUR,American Express,10/29,12,0,2,Online,Desktop
1815,2022-09-14 03:00:08,19.03,Lad Group,7510,Medininagar,INR,American Express,05/31,5,1,2,Online,Desktop
1816,2020-01-15 20:39:12,3494.65,Bir Inc,1398,Pallavaram,USD,American Express,04/33,0,1,3 or more,In-Person,Tablet
1817,2021-09-29 00:17:29,212.55,Thaker-Gera,5923,Muzaffarpur,INR,MasterCard,05/25,12,0,2,In-Person,Desktop
1818,2023-02-25 14:44:23,3647.35,Dora Group,8717,Ludhiana,INR,Visa,03/25,12,0,3 or more,Online,Tablet
1819,2022-01-29 14:33:32,1123.13,"Tripathi, Ghosh and Bahl",6136,Mangalore,EUR,MasterCard,06/24,5,1,,In-Person,Tablet
1820,2023-04-18 05:46:11,862.45,Reddy Ltd,4035,Belgaum,EUR,Visa,01/28,0,0,,Online,Mobile
1821,2022-07-16 09:49:46,4135.74,"Barad, Bawa and Dua",9110,Delhi,INR,MasterCard,02/27,12,1,1,Online,Desktop
1822,2021-12-11 11:43:21,4895.6,Lalla-Kumar,3874,Kurnool,EUR,Visa,04/30,12,0,,Online,Tablet
1823,2020-10-25 09:46:31,1930.36,Chahal and Sons,9837,Muzaffarpur,USD,Visa,03/32,5,0,,Online,Desktop
1824,2023-02-28 10:53:15,3761.06,Khalsa-Kant,7361,Anantapur,INR,American Express,05/33,12,0,1,In-Person,Desktop
1825,2020-12-30 09:36:40,2516.4,Bains-Char,4244,Kozhikode,INR,American Express,08/25,5,0,,Online,Mobile
1826,2022-12-13 10:26:17,3110.61,Dave and Sons,3404,Alwar,INR,MasterCard,02/33,12,1,2,In-Person,Tablet
1827,2022-04-14 04:54:55,4596.16,Koshy-Banik,4702,Panchkula,USD,Visa,12/25,12,0,,In-Person,Tablet
1828,2020-06-02 02:10:09,2276.82,"Bajwa, Dugar and Sarin",4428,Suryapet,EUR,American Express,04/27,0,0,3 or more,Online,Mobile
1829,2022-11-26 01:14:55,4570.44,"Bal, Chahal and Rattan",4556,Shivpuri,EUR,American Express,05/29,12,1,,Online,Mobile
1830,2023-08-14 05:16:06,2810.37,"Subramanian, Edwin and Walla",7458,Bhind,USD,American Express,06/29,12,0,1,Online,Tablet
1831,2022-01-29 23:22:05,1273.88,Bhattacharyya-Soni,8147,Haldia,INR,MasterCard,03/25,5,0,2,In-Person,Tablet
1832,2023-03-26 12:36:22,2270.92,"Behl, Tella and Anand",4828,Phusro,INR,MasterCard,09/28,12,1,,Online,Mobile
1833,2021-12-24 15:50:06,1752.2,Bali-Uppal,5881,Bulandshahr,EUR,American Express,06/26,12,0,2,Online,Tablet
1834,2020-10-13 19:09:39,3415.85,"Apte, Mahajan and Goel",8722,Pallavaram,USD,American Express,03/25,5,1,2,In-Person,Desktop
1835,2022-04-27 11:48:46,401.3,Setty and Sons,6183,Bhavnagar,INR,American Express,07/24,0,0,3 or more,Online,Desktop
1836,2023-02-11 12:40:33,3498.38,"Dada, Baral and Subramanian",2278,Sultan Pur Majra,EUR,Visa,12/27,5,1,1,Online,Mobile
1837,2021-07-15 12:29:33,2872.53,"Iyengar, Mangal and Manne",8727,Alwar,USD,MasterCard,04/33,5,1,2,In-Person,Desktop
1838,2022-12-12 11:45:50,2791.09,Gour Ltd,3488,Asansol,USD,American Express,04/28,5,0,2,In-Person,Tablet
1839,2021-12-09 22:32:38,3427.45,Acharya-Ravi,7917,Panihati,USD,Visa,06/30,12,0,2,Online,Mobile
1840,2021-05-09 08:21:54,4710.62,"Mangat, Choudhary and Bhardwaj",7272,Baranagar,EUR,Visa,11/32,0,0,,Online,Desktop
1841,2022-01-17 23:00:47,3806.33,Dewan PLC,3227,Mahbubnagar,INR,American Express,08/26,5,0,3 or more,Online,Desktop
1842,2022-12-17 05:55:09,2288.01,Sharaf-Chhabra,9354,Panvel,EUR,MasterCard,01/24,12,0,1,In-Person,Mobile
1843,2022-04-15 16:18:29,3728.89,Bhat Inc,8087,Asansol,USD,American Express,08/33,0,1,3 or more,In-Person,Desktop
1844,2020-08-27 16:50:40,377.32,"Solanki, Gera and Tank",2723,Udaipur,EUR,American Express,09/31,12,0,3 or more,Online,Mobile
1845,2021-08-30 10:57:58,3287.42,Barad and Sons,9493,Amaravati,EUR,American Express,10/29,5,0,,In-Person,Mobile
1846,2023-04-14 21:31:11,3677.05,Malhotra-Raj,2377,Hubli–Dharwad,USD,MasterCard,02/29,12,0,3 or more,Online,Mobile
1847,2020-07-27 08:19:53,903.94,"Dass, Chada and Sachar",7377,Munger,USD,Visa,11/30,12,1,1,Online,Tablet
1848,2020-11-30 08:59:14,4192.3,Jaggi-Khosla,9824,Hapur,USD,MasterCard,10/23,12,1,1,In-Person,Mobile
1849,2022-02-11 02:48:18,4581.15,"Sundaram, Manda and Krishnamurthy",1011,Deoghar,EUR,American Express,11/23,5,0,3 or more,In-Person,Mobile
1850,2021-12-26 04:15:09,8.04,Kala PLC,5768,Mehsana,USD,Visa,01/24,5,0,,In-Person,Tablet
1851,2023-05-14 04:55:26,124.16,"Ratta, Chatterjee and Mani",1629,Bellary,EUR,MasterCard,11/30,5,1,3 or more,In-Person,Mobile
1852,2021-03-18 11:18:59,3052.48,Mammen and Sons,2622,Hapur,INR,Visa,01/29,5,0,1,Online,Tablet
1853,2020-09-17 15:19:25,4386.61,"Sehgal, Doshi and Seth",3081,Proddatur,INR,American Express,07/30,12,0,3 or more,Online,Tablet
1854,2021-07-25 11:16:13,1435.5,Taneja Ltd,7911,Varanasi,INR,American Express,05/29,12,0,2,In-Person,Tablet
1855,2022-02-02 23:52:03,4120.63,Khanna-Saini,4081,Amravati,INR,American Express,11/23,12,1,3 or more,In-Person,Desktop
1856,2021-04-16 13:07:55,1449.3,"Sehgal, Batta and Sandal",2663,Tirupati,INR,Visa,06/24,12,1,2,Online,Desktop
1857,2021-07-18 23:07:41,3811.77,"Amble, Ben and Arora",9906,Jamnagar,EUR,American Express,02/27,5,0,3 or more,In-Person,Mobile
1858,2020-10-05 17:16:00,3023.24,Dora-Chopra,7664,Cuttack,EUR,Visa,05/25,12,0,1,In-Person,Mobile
1859,2020-10-01 02:10:16,1125.3,Sani-Batta,5006,Durg,EUR,Visa,12/31,0,0,2,In-Person,Desktop
1860,2020-06-06 04:55:11,3143.49,Bansal-Bala,3424,Agartala,EUR,Visa,01/28,0,0,3 or more,Online,Mobile
1861,2021-02-26 19:29:50,2436.1,"Batra, Sha and Chacko",9454,Guna,USD,American Express,10/28,0,0,1,Online,Mobile
1862,2022-03-06 23:53:53,3891.88,Khatri-Vyas,2633,Kalyan-Dombivli,EUR,American Express,12/29,5,1,1,Online,Tablet
1863,2023-03-05 14:21:17,2428.07,Krish-Shankar,1864,Bardhaman,INR,Visa,10/26,12,0,3 or more,Online,Tablet
1864,2021-12-12 16:35:09,915.59,Date and Sons,7429,Navi Mumbai,INR,American Express,10/27,5,0,2,Online,Desktop
1865,2022-03-19 06:33:24,3945.93,Rana PLC,1154,Bettiah,EUR,American Express,11/28,0,0,,Online,Tablet
1866,2022-05-01 13:46:09,1841.86,Kuruvilla-Bala,9553,Gorakhpur,EUR,Visa,08/24,5,0,,Online,Mobile
1867,2021-08-27 02:39:03,4552.51,"Solanki, Hora and Shroff",4937,Navi Mumbai,EUR,American Express,06/25,5,1,,In-Person,Desktop
1868,2021-01-30 04:24:57,3485.7,Balan LLC,2831,Visakhapatnam,EUR,American Express,12/30,0,0,,Online,Mobile
1869,2022-09-02 10:43:09,421.99,Trivedi-Kumer,4067,Rampur,USD,Visa,06/25,0,1,2,In-Person,Mobile
1870,2020-09-08 13:10:21,2994.3,Apte-Rajagopalan,4641,Mangalore,USD,American Express,07/27,0,0,,Online,Tablet
1871,2022-10-29 09:37:34,4840.68,Sarma-Yohannan,6283,Chapra,USD,American Express,06/32,12,1,2,In-Person,Tablet
1872,2023-08-31 19:14:16,3584.45,"Rama, Chauhan and Kata",3322,Ghaziabad,EUR,MasterCard,09/30,12,0,1,Online,Tablet
1873,2022-04-22 07:09:24,1893.23,Sengupta-Chatterjee,3946,Karawal Nagar,INR,MasterCard,10/26,5,1,1,Online,Tablet
1874,2020-07-05 18:19:12,2341.06,"Sinha, Wason and Bhat",7464,Dibrugarh,INR,MasterCard,12/23,0,1,2,Online,Tablet
1875,2022-07-23 04:50:04,4995.99,"Sankaran, Bandi and Dhingra",2572,Ratlam,USD,Visa,02/30,12,0,3 or more,In-Person,Tablet
1876,2021-04-03 23:12:47,4331.24,"Batta, Sathe and Behl",6738,Surendranagar Dudhrej,INR,MasterCard,05/33,5,0,,Online,Desktop
1877,2020-04-25 03:50:45,1704.15,Dhaliwal Ltd,4770,Indore,INR,American Express,11/32,12,0,,Online,Tablet
1878,2022-05-04 09:10:39,3444.16,"Dasgupta, Goyal and Lata",3123,Bathinda,INR,MasterCard,01/26,5,1,1,Online,Tablet
1879,2022-07-31 21:43:30,3201.2,Venkatesh and Sons,3095,Hindupur,INR,MasterCard,10/29,12,1,2,In-Person,Tablet
1880,2021-10-02 14:37:54,4531.83,Keer and Sons,3581,Udaipur,USD,Visa,08/26,5,1,1,Online,Desktop
1881,2021-05-02 10:42:16,1215.51,Shankar-Varma,6939,Madhyamgram,EUR,MasterCard,06/33,5,1,,In-Person,Desktop
1882,2021-05-31 17:43:21,89.65,"Dayal, Maharaj and Dewan",6288,Uluberia,USD,Visa,02/25,12,1,2,Online,Desktop
1883,2020-08-29 17:47:07,1918.69,"Khurana, Ravel and Korpal",8427,North Dumdum,EUR,American Express,12/25,5,0,2,In-Person,Mobile
1884,2020-04-27 02:48:21,4350.83,"Kumer, Vohra and Ghosh",6600,Ambarnath,INR,Visa,05/25,5,0,1,Online,Mobile
1885,2023-07-04 16:41:25,2053.28,"Uppal, Rajagopal and Khurana",9388,Rohtak,USD,American Express,08/28,0,0,,Online,Tablet
1886,2023-06-28 03:06:18,2942.95,Dhingra Inc,9599,Adoni,INR,American Express,12/27,0,1,,In-Person,Desktop
1887,2020-08-30 18:55:51,3790.95,Varghese-Dash,7506,Vellore,INR,American Express,10/27,12,0,3 or more,In-Person,Desktop
1888,2021-06-23 15:19:35,448.23,Balan-Varma,3187,Tadepalligudem,INR,Visa,08/28,12,1,,Online,Desktop
1889,2021-03-03 19:29:46,4204.08,Chakraborty-Kala,8681,Haldia,EUR,Visa,06/26,0,0,2,In-Person,Mobile
1890,2020-06-16 21:33:41,354.54,"Tripathi, Ratta and Lad",7799,Alappuzha,USD,American Express,12/29,0,0,3 or more,In-Person,Tablet
1891,2021-06-14 21:12:07,1227.53,Gaba-Kumer,1087,Vijayanagaram,INR,MasterCard,03/24,0,1,3 or more,Online,Tablet
1892,2021-08-07 03:55:05,4165.39,Yohannan and Sons,2920,Dehri,USD,Visa,11/29,5,0,3 or more,In-Person,Tablet
1893,2022-12-14 14:01:53,2619.6,Badal-Bose,7691,Bathinda,EUR,Visa,01/25,5,1,1,In-Person,Tablet
1894,2020-05-06 03:06:40,3977.36,Jaggi-De,4634,Tiruchirappalli,INR,American Express,12/24,0,1,,Online,Mobile
1895,2022-09-17 06:35:41,3103.52,Edwin-Cheema,9783,Firozabad,EUR,MasterCard,03/26,5,0,,In-Person,Mobile
1896,2022-01-23 04:57:34,26.04,Dada Group,3108,Barasat,EUR,American Express,10/23,0,1,1,In-Person,Mobile
1897,2023-03-20 20:54:45,1019.01,"Jaggi, Soman and Shenoy",5147,Purnia,INR,MasterCard,09/29,0,1,3 or more,In-Person,Desktop
1898,2022-08-03 21:20:53,635.88,"Kari, Raju and Chawla",3229,Muzaffarpur,USD,Visa,03/25,5,1,,In-Person,Desktop
1899,2020-03-06 10:25:06,4729.44,Dash Group,1774,Visakhapatnam,EUR,MasterCard,11/27,12,1,1,In-Person,Desktop
1900,2021-09-03 06:41:36,777.84,Sridhar-Barman,6952,Faridabad,USD,American Express,08/24,0,0,1,Online,Mobile
1901,2022-02-17 18:21:34,3958.57,Badami-Deshmukh,5089,Fatehpur,EUR,Visa,06/33,0,1,3 or more,In-Person,Desktop
1902,2022-07-09 05:24:20,1525.82,"Karan, Tata and Ghose",1057,Ahmednagar,INR,MasterCard,04/27,12,0,3 or more,Online,Desktop
1903,2021-10-20 20:46:03,3115.37,"Krishnan, Anne and Ranganathan",6457,Junagadh,INR,MasterCard,05/28,12,1,2,In-Person,Tablet
1904,2023-02-06 02:14:10,350.93,Khalsa PLC,6640,Maheshtala,INR,Visa,01/28,0,0,2,Online,Mobile
1905,2022-01-13 23:54:02,1768.48,Bath-Sachdev,3746,Bardhaman,EUR,Visa,01/26,12,1,3 or more,Online,Tablet
1906,2021-11-13 22:32:22,1973.31,Raja Inc,5079,Meerut,INR,MasterCard,06/33,0,0,2,Online,Mobile
1907,2022-05-05 04:57:45,924.07,Zachariah-Dugar,6790,Bidhannagar,INR,American Express,01/26,12,0,2,Online,Desktop
1908,2020-01-15 01:18:02,889.02,Raju-Chhabra,6014,Ahmedabad,INR,MasterCard,08/26,5,1,2,Online,Mobile
1909,2020-07-12 01:34:34,4676.59,Tak Inc,2049,Phusro,USD,MasterCard,03/24,12,0,1,Online,Mobile
1910,2022-01-15 04:03:39,1346.84,Bhatia-Mammen,6578,Kozhikode,USD,American Express,07/31,12,1,2,Online,Mobile
1911,2022-11-07 05:04:43,900.24,Sankar-Raj,7008,Kottayam,INR,MasterCard,07/24,5,1,1,In-Person,Mobile
1912,2022-10-12 21:41:33,4721.55,"Bedi, Shroff and Kadakia",1547,Jalna,INR,MasterCard,07/30,0,1,1,In-Person,Desktop
1913,2023-01-06 02:27:15,3816.45,Lanka-Kara,6403,Gandhidham,INR,MasterCard,12/30,12,1,,In-Person,Desktop
1914,2023-08-03 12:53:30,234.73,Bobal LLC,2836,Thiruvananthapuram,INR,Visa,07/32,5,1,2,Online,Mobile
1915,2020-01-01 02:00:02,4586.16,"Dugal, Guha and D’Alia",3790,Gaya,INR,American Express,05/29,12,0,1,In-Person,Tablet
1916,2021-11-16 04:55:47,915.03,Bajwa-Bir,6412,Sangli-Miraj & Kupwad,INR,Visa,05/26,12,1,1,In-Person,Tablet
1917,2022-04-17 18:13:05,2320.56,"Dhawan, Goda and Kaul",7593,Kharagpur,USD,MasterCard,03/29,0,1,,Online,Mobile
1918,2022-08-09 22:31:15,2705.56,"Mallick, Dora and Gala",9721,Alappuzha,INR,American Express,04/24,0,1,2,In-Person,Tablet
1919,2020-07-13 17:03:54,2462.65,Chokshi-Kapadia,4771,Bhagalpur,USD,Visa,10/26,12,1,2,In-Person,Mobile
1920,2021-06-15 22:44:18,4522.49,"Venkataraman, Bala and Desai",4594,Moradabad,EUR,MasterCard,06/29,5,1,1,In-Person,Desktop
1921,2021-07-28 08:17:04,4046.1,"Dayal, Mander and Dyal",4651,Gwalior,EUR,MasterCard,03/30,5,0,,Online,Desktop
1922,2023-09-16 19:00:07,4714.17,Date-Chander,9659,Amroha,USD,Visa,10/32,5,1,2,In-Person,Desktop
1923,2021-02-09 05:35:24,3172.12,Shukla-Mangat,7761,Bhalswa Jahangir Pur,INR,American Express,08/32,0,1,2,In-Person,Desktop
1924,2020-09-04 03:06:25,4578.45,Mall and Sons,6619,Purnia,INR,MasterCard,01/26,5,0,3 or more,In-Person,Desktop
1925,2020-06-20 03:20:15,2584.74,Garde-Raval,5078,Bhilai,USD,MasterCard,08/33,0,1,3 or more,In-Person,Desktop
1926,2021-10-17 15:39:26,178.36,Bawa-Walla,3000,Morbi,EUR,Visa,07/31,0,0,2,Online,Desktop
1927,2022-11-03 02:51:00,2830.96,"Golla, Mall and Rege",1339,Jodhpur,USD,Visa,05/27,12,1,1,In-Person,Mobile
1928,2020-09-15 14:34:34,1092.51,"Chakraborty, Rajagopal and Dash",5331,Jamshedpur,INR,American Express,10/29,0,0,2,Online,Mobile
1929,2020-02-08 15:01:01,4875.7,Dixit-Chana,2862,Surendranagar Dudhrej,USD,Visa,01/32,5,0,3 or more,In-Person,Mobile
1930,2020-09-06 07:09:00,2537.15,Dash LLC,5541,Sikar,INR,Visa,09/24,0,0,,Online,Mobile
1931,2021-03-30 16:25:38,2418.65,Bail-Vig,2765,South Dumdum,INR,American Express,09/25,12,1,1,In-Person,Tablet
1932,2020-10-09 04:33:03,243.89,Lall-Madan,9173,Kurnool,INR,MasterCard,09/33,0,0,2,Online,Tablet
1933,2020-09-03 14:50:33,4930.59,Kakar Ltd,9974,Bhusawal,USD,MasterCard,01/24,0,0,,Online,Tablet
1934,2020-08-27 12:57:56,4744.81,"Jain, Bhatia and Bala",3077,Muzaffarnagar,INR,Visa,09/30,12,1,1,Online,Tablet
